Agent_ID,Agent_Name,Experience_Years,Total_Sales_Closed,Total_Rentals_Closed,Agent_Rating
298,Agent_298,28,144,203,3.165741946312322
299,Agent_299,19,481,114,3.587579540207741
300,Agent_300,3,481,61,4.492738425126291
301,Agent_301,26,430,240,3.692292669415986
302,Agent_302,10,219,67,4.548843379588217
303,Agent_303,27,417,45,3.879541335700908
304,Agent_304,27,372,55,4.163020050904449
305,Agent_305,7,334,160,3.934460252024567
306,Agent_306,1,349,73,4.092002043475328
307,Agent_307,25,427,178,4.3183529751761265
308,Agent_308,27,321,93,3.8563748029148757
309,Agent_309,7,193,28,3.7472298002636206
310,Agent_310,18,108,153,4.581217465137568
311,Agent_311,27,195,219,4.368412809236071
312,Agent_312,18,300,212,4.75558042607437
313,Agent_313,22,282,184,3.129363878334612
314,Agent_314,4,481,277,3.9070689839715875
315,Agent_315,15,474,139,3.8489751365875136
316,Agent_316,28,469,143,4.2241014175206715
317,Agent_317,20,361,79,4.144785707188357
318,Agent_318,20,148,297,3.043650725535147
319,Agent_319,25,499,173,3.515597338615037
320,Agent_320,22,432,260,3.225688646592818
321,Agent_321,9,395,30,3.76029069708121
322,Agent_322,17,367,69,4.005578327081104
323,Agent_323,19,240,28,4.295245267107619
324,Agent_324,17,284,58,3.0848547943278497
325,Agent_325,3,225,263,3.940120674172915
326,Agent_326,18,198,93,4.832473516654065
327,Agent_327,8,266,172,4.932498629591999
328,Agent_328,7,440,142,3.2091671333765968
329,Agent_329,25,353,77,4.59189873991754
330,Agent_330,22,429,139,4.908729195850302
331,Agent_331,12,230,177,4.47110274631094
332,Agent_332,25,354,6,3.3428681583609117
333,Agent_333,25,348,92,3.5251710621678036
334,Agent_334,5,260,233,4.368755506961534
335,Agent_335,2,396,270,3.5737383675835925
336,Agent_336,11,127,66,3.672070135823139
337,Agent_337,28,367,79,3.1235927100592846
338,Agent_338,11,404,57,3.6867566374139296
339,Agent_339,5,87,26,4.423578627590867
340,Agent_340,23,155,3,4.4165423137438315
341,Agent_341,3,286,280,4.962865232608305
342,Agent_342,23,51,2,4.404293002770691
343,Agent_343,5,276,299,3.1258382318328426
344,Agent_344,11,265,193,4.705685347547691
345,Agent_345,20,208,36,4.7375721928548655
346,Agent_346,25,159,176,4.39787023395088
347,Agent_347,5,477,218,4.1961808266815375
348,Agent_348,12,440,282,4.2161562327560596
349,Agent_349,5,30,80,4.770587793341072
350,Agent_350,29,290,70,4.878771159076267
351,Agent_351,2,371,16,4.540907745853337
352,Agent_352,10,324,41,3.0789172238355382
353,Agent_353,21,3,60,3.528049525821938
354,Agent_354,23,295,249,4.158660225643263
355,Agent_355,11,235,162,4.565410299540754
356,Agent_356,12,388,120,4.536767670863504
357,Agent_357,29,61,261,3.8769321557799166
358,Agent_358,23,394,45,3.1909142907689128
359,Agent_359,10,111,118,3.095295920259495
360,Agent_360,10,377,143,4.2856437022100575
361,Agent_361,11,159,25,3.8634120260770706
362,Agent_362,28,133,88,3.6686396720912846
363,Agent_363,10,413,188,3.9338526901224125
364,Agent_364,14,59,39,4.26046146414333
365,Agent_365,25,369,288,4.767628267659577
366,Agent_366,23,140,158,3.2452776900747087
367,Agent_367,13,170,115,3.545371221620334
368,Agent_368,13,79,174,4.716200064795684
369,Agent_369,12,10,160,4.657707611960881
370,Agent_370,18,280,294,3.868006538171765
371,Agent_371,2,31,87,3.9664406827343823
372,Agent_372,16,37,44,4.74468024966155
373,Agent_373,15,464,139,4.85744106415931
374,Agent_374,22,135,272,4.219144867681763
375,Agent_375,29,372,51,3.6600786527491644
376,Agent_376,12,491,11,3.9295609472251716
377,Agent_377,21,156,46,3.1461246078605614
378,Agent_378,7,454,279,3.0447103644756384
379,Agent_379,16,324,221,4.746081795344293
380,Agent_380,15,266,171,4.2405611068869185
381,Agent_381,13,7,78,4.866003898590657
382,Agent_382,22,235,150,3.9175697044882156
383,Agent_383,7,441,94,4.623225905224544
384,Agent_384,16,331,62,4.4601093837144195
385,Agent_385,19,255,1,4.078516046071272
386,Agent_386,28,289,168,4.471879286426777
387,Agent_387,10,246,278,4.522209249598743
388,Agent_388,26,243,175,4.488827203872646
389,Agent_389,5,295,235,3.5844561442007676
390,Agent_390,4,200,12,4.785098801745873
391,Agent_391,10,147,202,4.398062603532108
392,Agent_392,8,484,109,4.033651643413632
393,Agent_393,24,126,242,4.764209986382422
394,Agent_394,18,332,82,3.2832136557996945
395,Agent_395,25,489,239,4.9320879610517885
396,Agent_396,16,383,219,4.259090945257261
397,Agent_397,21,261,119,4.5155124156116635
398,Agent_398,16,207,288,3.27127371001228
399,Agent_399,23,374,250,4.069476773969632
400,Agent_400,19,442,21,3.9951991479166837
401,Agent_401,16,165,211,3.5883773263408667
402,Agent_402,25,152,231,4.166611526777639
403,Agent_403,26,157,44,4.790281225319454
404,Agent_404,21,119,225,4.745700716876195
405,Agent_405,8,175,284,4.916648885799911
406,Agent_406,13,5,236,3.1546814609607607
407,Agent_407,24,377,225,3.3940928114561806
408,Agent_408,11,119,15,3.0341692815881567
409,Agent_409,11,332,135,4.9646757891319835
410,Agent_410,13,436,60,4.452809725119837
411,Agent_411,8,323,12,4.287594013489802
412,Agent_412,18,103,150,3.765763472494812
413,Agent_413,8,120,147,4.169412538235793
414,Agent_414,12,176,193,3.6309911280575418
415,Agent_415,22,276,203,4.871626064595247
416,Agent_416,26,297,83,4.349430084576398
417,Agent_417,21,197,54,3.5678140616705534
418,Agent_418,20,325,227,3.163029185883474
419,Agent_419,9,347,90,4.028343834251721
420,Agent_420,24,490,73,4.431087149442556
421,Agent_421,20,313,256,4.77593737867224
422,Agent_422,16,63,72,3.9399881180336127
423,Agent_423,2,486,162,3.956403367455744
424,Agent_424,5,469,138,4.338686051717364
425,Agent_425,19,474,86,4.994299953569712
426,Agent_426,27,406,56,4.524361993383055
427,Agent_427,17,344,268,4.946805344949495
428,Agent_428,20,166,179,3.8248559417263346
429,Agent_429,13,278,188,4.1181110365300295
430,Agent_430,28,425,179,3.128658933210433
431,Agent_431,18,280,201,3.9521751083043326
432,Agent_432,27,73,78,4.026148301064395
433,Agent_433,16,23,99,3.7760826824545326
434,Agent_434,15,286,66,3.742964177840831
435,Agent_435,1,464,19,3.385866344896312
436,Agent_436,11,145,17,4.675244668797549
437,Agent_437,28,329,39,4.49753417980647
438,Agent_438,16,294,200,4.0432239039682765
439,Agent_439,23,320,121,3.4086319222578485
440,Agent_440,8,184,40,4.970782718894748
441,Agent_441,25,23,47,4.787854791043504
442,Agent_442,10,489,214,4.452797510682743
443,Agent_443,11,347,291,4.729752244656243
444,Agent_444,23,497,66,4.032648538406258
445,Agent_445,1,486,38,3.799828984572799
446,Agent_446,26,402,93,4.157190543162546
447,Agent_447,9,248,194,3.375225593723526
448,Agent_448,11,213,294,4.051185402030576
449,Agent_449,24,201,176,4.686509177973974
450,Agent_450,25,24,296,4.443727005223558
451,Agent_451,29,424,10,3.944783997072303
452,Agent_452,18,172,146,3.417318537369819
453,Agent_453,5,408,14,4.59276610225723
454,Agent_454,10,379,8,3.0692489742247675
455,Agent_455,28,477,157,3.7095804747610024
456,Agent_456,14,206,16,3.945609265558104
457,Agent_457,26,119,74,3.1257757187292645
458,Agent_458,16,238,114,3.5354042011125495
459,Agent_459,29,26,259,3.293652492093809
460,Agent_460,17,226,64,4.736432143409921
461,Agent_461,5,385,70,3.5131907143236036
462,Agent_462,13,451,117,4.384622319689655
463,Agent_463,17,447,30,4.89419123626733
464,Agent_464,10,197,109,3.201524185526007
465,Agent_465,29,385,118,3.0631668846115683
466,Agent_466,22,382,196,3.578852920354162
467,Agent_467,25,31,56,3.6535786433189843
468,Agent_468,28,494,229,4.207784264416778
469,Agent_469,5,78,101,3.7668383454676695
470,Agent_470,12,335,54,3.048867638274825
471,Agent_471,26,88,175,3.7062031207198762
472,Agent_472,2,136,228,3.5701633244809963
473,Agent_473,4,24,74,4.866154943793712
474,Agent_474,22,222,247,4.118106270173418
475,Agent_475,17,171,44,3.4039500556359457
476,Agent_476,2,310,102,4.010355226767044
477,Agent_477,25,458,253,4.460118131383179
478,Agent_478,10,280,167,4.718068716068004
479,Agent_479,11,171,44,4.51412530322648
480,Agent_480,28,156,287,4.413663550632562
481,Agent_481,14,484,259,3.3963466111228073
482,Agent_482,1,257,147,3.6717506785189054
483,Agent_483,16,252,180,3.4241607978048973
484,Agent_484,25,56,195,3.969140934391491
485,Agent_485,18,397,149,4.7572189995007355
486,Agent_486,3,478,153,4.620364092225165
487,Agent_487,3,461,228,4.27643935403682
488,Agent_488,10,79,220,4.69104565957837
489,Agent_489,16,291,227,3.644083622376091
490,Agent_490,12,491,158,4.716325640582116
491,Agent_491,22,11,32,3.6293922319825986
492,Agent_492,19,271,154,3.3537564031980294
493,Agent_493,3,265,116,4.163107479979543
494,Agent_494,6,278,81,3.414414951737186
495,Agent_495,18,235,49,4.051744929563091
496,Agent_496,21,201,27,4.964350350298944
497,Agent_497,21,274,174,3.1146137484154384
498,Agent_498,13,77,10,4.830544011428762
499,Agent_499,28,415,120,3.5112109626938137
500,Agent_500,29,36,249,3.493323304049693
501,Agent_501,11,32,80,4.234264110660547
502,Agent_502,5,118,18,3.138327835410677
503,Agent_503,10,314,141,3.3998916583177516
504,Agent_504,15,27,7,4.790944810478525
505,Agent_505,4,443,274,3.224284763533743
506,Agent_506,17,15,48,4.608684394533025
507,Agent_507,8,100,57,4.723319682384952
508,Agent_508,27,34,249,3.98181587599537
509,Agent_509,27,33,139,4.118733797555235
510,Agent_510,6,292,41,4.134729385308195
511,Agent_511,14,221,42,3.9517417179030274
512,Agent_512,11,491,215,3.2847248785525345
513,Agent_513,16,137,185,4.199223179599434
514,Agent_514,25,253,187,4.6977461691020554
515,Agent_515,19,155,158,3.5069109324884282
516,Agent_516,19,24,253,4.325186218904227
517,Agent_517,21,88,160,3.532233603808124
518,Agent_518,27,499,180,4.325519123263132
519,Agent_519,9,492,6,4.972965899659792
520,Agent_520,19,187,282,3.2378807235451763
521,Agent_521,28,126,159,3.361942589154479
522,Agent_522,14,292,216,3.589062019442557
523,Agent_523,16,53,252,4.948518911113356
524,Agent_524,18,125,122,4.668437396041604
525,Agent_525,15,176,211,4.709054512476786
526,Agent_526,29,315,171,4.401699324227521
527,Agent_527,13,125,41,3.682441083799449
528,Agent_528,8,128,175,4.632403973227909
529,Agent_529,14,468,89,4.709924966307186
530,Agent_530,24,470,212,4.820834674444145
531,Agent_531,16,262,96,4.100398577867497
532,Agent_532,25,193,297,3.1278815543427845
533,Agent_533,1,263,241,3.751100403456368
534,Agent_534,6,369,89,3.0244054619552876
535,Agent_535,16,468,213,3.8392958341990733
536,Agent_536,17,51,225,3.316226375087042
537,Agent_537,3,352,100,3.948072045416519
538,Agent_538,1,74,247,3.6671008248617984
539,Agent_539,3,416,180,3.468914531144073
540,Agent_540,10,226,201,4.908113006938805
541,Agent_541,9,77,150,4.46804934876572
542,Agent_542,9,355,127,3.4893236562679055
543,Agent_543,29,382,12,3.1847092900497267
544,Agent_544,18,243,149,4.059927549263896
545,Agent_545,16,259,180,4.220265074825103
546,Agent_546,3,33,287,4.585879565160049
547,Agent_547,19,64,190,3.2202821471878194
548,Agent_548,18,43,68,4.050060646544247
549,Agent_549,10,64,286,4.051605630173541
550,Agent_550,21,39,126,4.5701074591592485
551,Agent_551,23,376,61,3.3721104564817628
552,Agent_552,18,236,263,3.9528175318642003
553,Agent_553,17,44,46,3.766244471283694
554,Agent_554,19,430,171,3.3247089495954714
555,Agent_555,20,269,137,3.217537847685885
556,Agent_556,14,282,77,3.0661871503829494
557,Agent_557,23,339,14,4.143973106376333
558,Agent_558,18,409,1,3.316580951629785
559,Agent_559,14,155,71,4.921700382986149
560,Agent_560,21,137,119,4.82470659850152
561,Agent_561,1,256,218,3.0681406034712873
562,Agent_562,4,196,96,4.096329805688649
563,Agent_563,13,430,127,3.501180067586281
564,Agent_564,27,34,64,3.86662857839583
565,Agent_565,27,103,269,4.299849435847601
566,Agent_566,23,233,97,3.7586693067227332
567,Agent_567,16,393,263,3.956531676621565
568,Agent_568,17,341,174,4.2955224619066925
569,Agent_569,28,212,213,4.715947903872446
570,Agent_570,25,110,256,4.1399511375969995
571,Agent_571,15,97,50,4.2536698572087985
572,Agent_572,18,219,22,4.334170656479127
573,Agent_573,13,104,15,3.830230288138824
574,Agent_574,18,238,112,3.0757581458789485
575,Agent_575,26,147,38,3.5434982944922915
576,Agent_576,17,220,123,4.596312023637574
577,Agent_577,27,480,66,4.312453924488581
578,Agent_578,4,466,114,3.440953321762527
579,Agent_579,29,430,81,3.9960085134374754
580,Agent_580,8,112,83,3.926446773270925
581,Agent_581,29,431,116,4.784274404520396
582,Agent_582,14,83,163,4.4180864353871545
583,Agent_583,12,215,142,3.608440409577679
584,Agent_584,26,424,14,3.8288287211675094
585,Agent_585,11,417,146,4.790935546455872
586,Agent_586,12,17,192,3.261381376828177
587,Agent_587,1,312,247,4.3697962708304185
588,Agent_588,20,93,264,4.33540588938146
589,Agent_589,18,56,58,4.242329661050742
590,Agent_590,14,168,252,3.1318464238461527
591,Agent_591,26,139,16,3.3996434025093683
592,Agent_592,18,305,236,4.910676584055808
593,Agent_593,16,308,68,3.870940388744728
594,Agent_594,23,106,211,3.6164746481971157
595,Agent_595,28,301,231,3.687805596104649
596,Agent_596,4,85,83,3.6573301245174905
597,Agent_597,23,103,247,3.3066143457159245
598,Agent_598,7,356,272,3.6455145674809124
599,Agent_599,10,212,54,3.003334947277062
600,Agent_600,16,406,218,3.955517585422899
601,Agent_601,13,364,273,4.441460147106664
602,Agent_602,29,390,155,3.4495128833253634
603,Agent_603,19,465,52,3.861832159160521
604,Agent_604,22,59,186,3.1038011825781453
605,Agent_605,26,310,191,3.688285755191009
606,Agent_606,10,464,279,3.768909900706994
607,Agent_607,24,64,220,4.1828583045744185
608,Agent_608,20,106,3,3.6071868045710693
609,Agent_609,22,331,12,4.29291350548333
610,Agent_610,3,245,199,4.338680030195432
611,Agent_611,26,485,270,4.536739649741186
612,Agent_612,14,93,15,4.080566969879227
613,Agent_613,29,206,98,3.6938194694734934
614,Agent_614,26,151,90,4.711550744368134
615,Agent_615,1,62,11,4.425006499774232
616,Agent_616,1,139,128,3.315634072127088
617,Agent_617,5,153,183,4.130491160442182
618,Agent_618,6,235,83,4.332913165741876
619,Agent_619,16,88,66,4.07697369455087
620,Agent_620,5,248,159,4.531949453162249
621,Agent_621,23,396,278,4.117909846259227
