Property_ID,Type,City,Size_SqFt,Bedrooms,Bathrooms,Year_Built,Listing_Price,Rental_Price,Neighborhood,Status
46,Townhouse,Los Angeles,1125.0,5,3,1978,1299623.321726938,5666.66187088074,Hollywood,Sold
47,Townhouse,Miami,4330.0,3,3,1996,1859544.3812261147,3749.7768360017467,Little Havana,Sold
48,Condo,New York,2378.0,2,2,1999,211170.91048340904,1471.687106593889,Manhattan,Sold
49,House,Los Angeles,2444.0,4,2,1958,598525.9790005037,3779.6586226244954,Santa Monica,Sold
50,House,Chicago,3429.0,5,3,2011,1806620.7726725754,5195.726252501326,Lincoln Park,Rented
51,Condo,San Francisco,3267.0,5,1,1954,1606183.1137814114,2396.799525820961,SoMa,Rented
52,House,San Francisco,3883.0,4,2,1956,458337.2390351994,5778.827001154657,SoMa,Rented
53,Condo,Miami,4040.0,5,1,1993,421324.59864457656,1501.5586136642,Downtown,Rented
54,Townhouse,New York,893.0,5,1,1986,1667759.6844293177,2237.8724722935394,Brooklyn,Sold
55,Condo,Chicago,3356.0,1,2,1952,1150441.3077521638,5940.360970300372,The Loop,Sold
56,Townhouse,Seattle,3419.0,1,1,1964,1734645.5355595497,2261.0598147375194,Downtown,Sold
57,Townhouse,Miami,3118.0,4,1,1952,1843599.8468847733,5217.7780745025775,Downtown,Sold
58,Apartment,Seattle,1131.0,2,1,1963,232132.23962368985,5794.049974652147,Queen Anne,Rented
59,Condo,Miami,3356.0,5,1,1953,1942578.7572913768,2092.6026918824773,South Beach,Sold
60,Apartment,New York,821.0,5,3,1984,1461299.8186478198,4288.66878484695,Bronx,Available
61,Condo,Chicago,4006.0,2,1,1957,1685484.7545820435,7565.669805294006,Lincoln Park,Sold
62,Condo,New York,2193.0,5,1,1984,1297634.8117879184,4938.542215930691,Bronx,Rented
63,Apartment,San Francisco,1563.0,2,1,2017,679807.3372241397,778.304134024823,Mission District,Available
64,Apartment,Seattle,3611.0,4,1,1985,1238918.537589214,1964.9301803891058,Queen Anne,Sold
65,Condo,Los Angeles,1976.0,4,3,1993,,6651.778996624705,Santa Monica,Rented
66,House,San Francisco,3417.0,2,3,2013,1870941.9795243428,4083.7656553924808,SoMa,Rented
67,Townhouse,San Francisco,3761.0,2,3,2016,1154557.6975390562,1024.3470905580048,Mission District,Sold
68,Apartment,Seattle,3293.0,3,2,1969,152999.85058530906,3191.658336128271,Downtown,Sold
69,Townhouse,Miami,3586.0,1,2,2021,1403580.8796163725,5857.221784495197,Little Havana,Sold
70,House,San Francisco,4311.0,1,3,2006,196027.0340864092,6080.474385263333,Mission District,Sold
71,House,Chicago,,5,2,2004,1893601.4961576532,4908.148118421101,Lincoln Park,Rented
72,House,San Francisco,3851.0,5,3,1963,1024526.0431948057,6137.041195628588,SoMa,Sold
73,Apartment,Chicago,1458.0,2,1,1950,1939214.62935969,3681.395946526277,Lincoln Park,Rented
74,House,New York,4643.0,2,3,2006,149142.88728437663,4073.4300212782637,Manhattan,Sold
75,Apartment,Miami,2082.0,1,3,1963,1112414.8411709254,3725.690319410097,Downtown,Rented
76,House,Chicago,3676.0,5,2,2000,529791.5960110312,2694.6048980735413,Lincoln Park,Sold
77,Townhouse,San Francisco,2916.0,1,3,2007,,5376.317740743035,Downtown,Sold
78,Townhouse,Miami,959.0,4,1,1958,1046599.5990341135,5470.995652621107,South Beach,Sold
79,Condo,Miami,2794.0,1,3,1997,1175637.131903805,6981.913167753497,South Beach,Rented
80,Townhouse,Chicago,2811.0,1,3,1976,783317.1295651923,2891.9944038527224,Hyde Park,Rented
81,Condo,Chicago,1729.0,2,3,2021,197934.45035783897,5314.228155325396,Hyde Park,Rented
82,Townhouse,Los Angeles,2030.0,5,3,1977,301583.5566753187,3070.1187629427336,Beverly Hills,Rented
83,Apartment,Los Angeles,1887.0,4,2,2005,1731265.0663970252,7287.897522083168,Beverly Hills,Rented
84,Townhouse,Miami,3297.0,1,2,1983,1435267.3664828378,2932.5046633030997,South Beach,Sold
85,Condo,Seattle,1863.0,1,2,1951,1561855.5793462028,6411.323267370368,Capitol Hill,Sold
86,Condo,Seattle,952.0,2,3,1973,333071.8592909873,6749.555829539164,Queen Anne,Sold
87,House,Los Angeles,4404.0,3,1,1998,193558.2410231406,3195.4914320913886,Hollywood,Rented
88,Apartment,San Francisco,1077.0,5,2,1989,132825.06676817415,2094.130891052593,Downtown,Sold
89,Townhouse,New York,4419.0,5,1,1957,1091447.2289378,1052.8633662176198,Manhattan,Sold
90,House,Miami,3512.0,5,2,2018,1051704.5591507438,7329.931183459298,Downtown,Sold
91,Townhouse,New York,3764.0,1,1,2016,,5404.842561477932,Brooklyn,Sold
92,Townhouse,Los Angeles,2431.0,1,3,1979,758582.0032385442,6648.9151927427865,Hollywood,Sold
93,House,Chicago,4742.0,1,3,2001,1107408.232418182,5138.179580504988,The Loop,Sold
94,House,Miami,682.0,3,2,1988,1384048.1938480826,1697.4543902085618,Downtown,Rented
95,House,Los Angeles,3677.0,1,1,2020,1638997.2085041157,2776.815053840389,Hollywood,Sold
96,House,San Francisco,,5,3,1962,1318638.695987856,3031.3155739536646,SoMa,Rented
97,House,Miami,1137.0,5,3,1951,157012.28495677613,3728.850911993254,Downtown,Sold
98,Townhouse,Miami,3505.0,2,3,2015,1213573.2200679965,892.3040878400327,Downtown,Rented
99,House,Seattle,4774.0,3,2,2015,267050.5908831169,5525.901588631045,Queen Anne,Sold
100,Apartment,Chicago,2979.0,4,1,1964,1173329.233117139,2529.424193415246,Hyde Park,Available
101,Condo,Miami,3972.0,1,2,2008,814376.0649027233,4100.6528913225175,Little Havana,Rented
102,House,Chicago,1024.0,4,1,1967,644041.3666169755,947.5082116297202,The Loop,Available
103,House,Los Angeles,3290.0,1,2,2018,1015260.5951218797,5728.0363717150885,Hollywood,Rented
104,Townhouse,San Francisco,2870.0,3,3,1979,824808.6070349974,4608.826157773444,Mission District,Sold
105,House,San Francisco,1784.0,3,1,1954,1677513.9638548011,7288.396441242695,Mission District,Sold
106,House,Miami,2135.0,5,2,1989,530335.638616675,1979.3601287985616,Little Havana,Sold
107,House,Miami,2223.0,3,3,1970,359747.04486867145,7682.787512353171,South Beach,Sold
108,Townhouse,Los Angeles,2946.0,4,3,2013,1690260.4696657583,7293.83103979768,Hollywood,Sold
109,House,Seattle,4932.0,4,1,1957,562476.9570370698,2717.9556300531913,Queen Anne,Sold
110,Condo,Seattle,4714.0,3,2,1955,161248.61488424055,7235.074253460224,Queen Anne,Sold
111,Townhouse,Seattle,2081.0,4,3,2017,835268.1982484447,2689.778250018404,Queen Anne,Rented
112,Condo,Chicago,2960.0,1,1,2007,1656185.3107202456,3020.065266072965,The Loop,Rented
113,Townhouse,Seattle,1079.0,2,1,2001,920553.26539161,7317.596715608873,Queen Anne,Rented
114,House,San Francisco,4441.0,5,3,1979,993162.2738907256,6407.072127047154,SoMa,Rented
115,Condo,Chicago,695.0,2,2,2006,189674.87404334111,3808.819824885886,Lincoln Park,Sold
116,Townhouse,Los Angeles,832.0,4,1,1976,1450995.2813077432,1352.6425866421002,Hollywood,Rented
117,Apartment,San Francisco,3591.0,5,3,1993,753044.5262947623,3974.428299945106,Downtown,Rented
118,House,San Francisco,1157.0,2,3,2018,1484374.6851933887,6831.787686813334,SoMa,Sold
119,,New York,1203.0,2,3,1960,880844.5219646686,4939.462271076395,Brooklyn,Rented
120,,Los Angeles,1949.0,4,2,1992,1101096.4274865808,863.6406319507846,Santa Monica,Rented
121,Townhouse,Los Angeles,1752.0,5,2,1984,1220022.9422879436,3563.462096842734,Beverly Hills,Available
122,Apartment,New York,1023.0,5,1,1960,474092.2737841024,5749.18235057944,Manhattan,Available
123,House,Chicago,2764.0,2,1,2003,658627.3604602024,7110.135719194754,The Loop,Sold
124,Condo,Seattle,2922.0,5,3,1999,1212580.781006324,7827.204007195085,Queen Anne,Rented
125,Apartment,Seattle,535.0,5,1,2010,1663587.087568871,6775.560907610092,Capitol Hill,Sold
126,Townhouse,Seattle,1275.0,1,3,1954,1926742.4005620745,7037.287093253572,Downtown,Rented
127,House,Seattle,,4,1,1975,1095922.9607529407,2112.794170986983,Capitol Hill,Sold
128,Apartment,Seattle,585.0,4,2,1982,240433.75609197642,6949.609147513816,Downtown,Sold
129,Townhouse,New York,2735.0,1,2,1972,1916425.4792158513,7447.724557015103,Brooklyn,Available
130,Townhouse,Los Angeles,2852.0,2,3,2007,899460.9986200914,5256.486845562244,Beverly Hills,Rented
131,Townhouse,Chicago,3993.0,3,1,2020,294711.63825268653,4155.9512232285215,Hyde Park,Sold
132,Apartment,San Francisco,4781.0,2,1,1958,1947183.802589044,6585.314656612647,Mission District,Sold
133,Apartment,Seattle,3056.0,1,1,1965,632976.2222113442,5128.277780504376,Capitol Hill,Sold
134,Apartment,New York,4812.0,5,3,2022,1347992.1655865207,6707.359021099077,Manhattan,Sold
135,Condo,Chicago,756.0,1,1,1993,373826.7226046992,3885.646062116361,The Loop,Sold
136,Apartment,Chicago,4306.0,4,2,1977,1467169.5946794276,1837.3433672795004,Hyde Park,Available
137,Apartment,Chicago,1947.0,5,1,1972,1954996.2631808387,7381.990902238178,The Loop,Sold
138,Apartment,New York,4919.0,2,2,1961,1971607.7069710633,7762.734465604984,Brooklyn,Rented
139,Condo,San Francisco,2744.0,5,1,1991,339797.47341154236,7795.61524637337,Downtown,Sold
140,Apartment,Seattle,3843.0,4,3,1958,1560542.8533396965,7667.204820578269,Queen Anne,Rented
141,Townhouse,Chicago,1193.0,1,3,2007,1362151.2948908012,4202.442562491183,Hyde Park,Rented
142,Apartment,New York,2565.0,2,1,2022,1622794.3559197173,5217.067356687755,Brooklyn,Rented
143,Townhouse,Los Angeles,4100.0,3,1,1968,733096.5783133402,7105.297386082132,Beverly Hills,Sold
144,Townhouse,New York,4720.0,3,2,1985,863318.7120177159,674.6984069269153,Manhattan,Available
145,Townhouse,New York,982.0,1,3,2015,749443.2211206091,1717.42865392445,Brooklyn,Rented
146,Condo,New York,,2,1,2006,1556381.6815502697,1737.4363164745264,Brooklyn,Sold
147,Condo,Chicago,3575.0,2,3,2006,1637299.0942050836,2154.331016023789,Hyde Park,Rented
148,Condo,New York,3174.0,5,3,1974,573672.4136716538,3541.177711354501,Bronx,Sold
149,Apartment,Los Angeles,2898.0,1,1,1962,1188298.2773558705,3974.911819303196,Santa Monica,Rented
150,Townhouse,Chicago,850.0,5,1,2008,339337.9596927214,3432.7482480725776,The Loop,Sold
151,Condo,Los Angeles,1148.0,1,1,1962,125009.77184023033,7091.072484495622,Hollywood,Sold
152,Condo,Miami,4370.0,4,1,1976,1259140.5231772312,2436.3702194008483,South Beach,Rented
153,Apartment,New York,727.0,1,2,1989,1696384.9872121376,6041.107904761131,Manhattan,Rented
154,Condo,Seattle,2563.0,5,1,2001,1822451.058377595,7812.6056403178145,Downtown,Rented
155,Apartment,Seattle,924.0,2,2,1966,1278686.5158074147,5419.880839187498,Capitol Hill,Sold
156,House,Chicago,3011.0,1,1,2000,1636513.6875990452,835.5553561463664,The Loop,Available
157,Condo,Seattle,2321.0,2,3,1951,868053.3008632172,1354.0088282582337,Queen Anne,Sold
158,House,Chicago,4772.0,4,1,1961,,6790.820751209774,The Loop,Rented
159,Apartment,New York,3090.0,3,2,1977,1571963.404710864,3205.884446767107,Brooklyn,Rented
160,Townhouse,San Francisco,3056.0,3,1,1974,686203.0186590198,3530.3926836235523,SoMa,Sold
161,Condo,San Francisco,2085.0,5,1,1980,1234711.6990195985,7136.710713044455,Mission District,Sold
162,Apartment,Los Angeles,2178.0,1,3,1976,197391.46670541426,5791.632010610931,Beverly Hills,Rented
163,Townhouse,New York,2780.0,4,3,2008,378515.5466600776,5839.113157477243,Bronx,Sold
164,Townhouse,Seattle,4249.0,4,2,1950,1898640.1555723816,5545.761281917289,Capitol Hill,Rented
165,House,New York,3038.0,2,1,1984,118533.0049931804,5247.183890265667,Manhattan,Rented
166,Apartment,Miami,1516.0,5,1,1950,486145.6606208828,6163.468789364125,Downtown,Sold
167,Townhouse,San Francisco,943.0,4,3,1958,363736.16599082045,5755.173848838553,Downtown,Sold
168,Condo,Seattle,2567.0,1,2,1982,1427660.455989168,1214.2835545998282,Capitol Hill,Rented
169,Condo,San Francisco,4182.0,4,1,1993,300819.29550960805,2153.46668501558,Mission District,Sold
170,House,New York,4298.0,3,2,2002,138245.09724229603,1315.831879414956,Manhattan,Sold
171,Townhouse,Seattle,4127.0,5,2,1996,1867929.6445142725,6559.595121916631,Downtown,Rented
172,Apartment,Los Angeles,610.0,2,2,1995,1758242.8842039679,4964.818585617514,Hollywood,Rented
173,Condo,New York,3034.0,1,3,1967,781052.6690808199,7737.461414475635,Brooklyn,Rented
174,Townhouse,Los Angeles,588.0,3,3,1965,290995.4006030944,5885.954227280266,Beverly Hills,Sold
175,Townhouse,Seattle,3890.0,4,1,2008,1388584.102978882,4214.982827473282,Capitol Hill,Sold
176,House,San Francisco,2441.0,5,2,2001,1777920.50086863,7494.8430744954185,Downtown,Sold
177,Condo,Miami,3810.0,5,2,2002,1951838.5211483056,7743.214844470979,Little Havana,Sold
178,Condo,Chicago,571.0,1,2,2009,347235.47188844753,5205.18903172066,The Loop,Sold
179,Apartment,San Francisco,1321.0,2,1,1958,1240400.296337773,5195.5212529478895,Mission District,Available
180,Condo,Los Angeles,3970.0,3,1,1977,918046.9524241141,4850.18997566858,Santa Monica,Sold
181,Apartment,New York,1315.0,2,2,2015,397825.67107185145,1135.1246350213319,Bronx,Rented
182,Condo,Seattle,903.0,1,2,1971,1635002.011686143,6239.007845796107,Downtown,Sold
183,House,San Francisco,2198.0,1,2,1984,1586162.647694319,7073.424258082437,SoMa,Rented
184,Condo,Miami,4846.0,3,1,1990,1932832.014475499,4681.925569892701,Little Havana,Rented
185,Apartment,Seattle,3416.0,5,2,1980,262514.25997800974,1951.4004503015863,Downtown,Rented
186,Apartment,Los Angeles,2542.0,5,2,2012,553862.5527036337,6593.242036162404,Santa Monica,Sold
187,House,Seattle,2453.0,3,3,2008,1672393.5356526717,7214.15271571688,Capitol Hill,Sold
188,Condo,Seattle,3793.0,2,2,1959,851310.455461078,6546.390806247971,Queen Anne,Rented
189,Condo,New York,4202.0,3,3,1985,1004275.5047871376,2087.8708499667387,Queens,Available
190,House,Chicago,3753.0,5,2,2021,1261897.9210666362,2126.443490983873,The Loop,Sold
191,Condo,Los Angeles,4301.0,2,3,1996,876063.3905118674,3936.551426629767,Hollywood,Sold
192,Condo,New York,755.0,4,3,2007,167254.5651154797,1680.9902331570513,Bronx,Available
193,Apartment,Chicago,2431.0,2,1,1996,1247571.3517741198,5656.102305982377,Hyde Park,Rented
194,Condo,New York,1611.0,5,2,1971,534857.6664437971,5810.994285179711,Manhattan,Sold
195,Condo,Chicago,1372.0,1,2,1979,1940854.9869954842,7898.749751052507,The Loop,Rented
196,House,Chicago,2061.0,2,2,1972,1411618.726593344,3339.9620376201547,Hyde Park,Sold
197,House,Chicago,4957.0,2,3,1996,1697242.9060594428,5942.442010252819,Lincoln Park,Sold
198,Townhouse,New York,1393.0,1,1,2003,1913362.699813184,4225.115494963938,Bronx,Rented
199,Apartment,Seattle,3184.0,5,3,1965,220319.88389631984,1717.589551729506,Capitol Hill,Sold
200,Condo,Chicago,1746.0,4,3,1959,382515.7660170054,7340.491850930107,Hyde Park,Sold
201,Condo,Seattle,1246.0,4,3,1985,1635244.3318403747,949.4426560525267,Queen Anne,Available
202,Townhouse,Los Angeles,4553.0,3,2,1977,1781104.3431225577,816.2287610847611,Beverly Hills,Sold
203,Condo,Miami,4585.0,4,3,1991,,2486.623617352815,Downtown,Rented
204,Apartment,Seattle,1506.0,4,3,1966,1895926.9585602349,7996.762380776707,Capitol Hill,Available
205,Townhouse,Miami,3240.0,2,1,1997,963318.8501095623,656.0213578029499,Downtown,Sold
206,Apartment,Chicago,4810.0,3,2,2001,978990.716936616,3673.059710028663,The Loop,Sold
207,Townhouse,Miami,4822.0,4,1,2009,1769610.9445322822,4390.041075807489,Little Havana,Sold
208,Townhouse,Miami,1390.0,2,2,1988,650112.3073154702,2859.967139248311,Little Havana,Rented
209,House,Chicago,2991.0,3,1,2000,1208633.0875358381,5791.693756544949,The Loop,Sold
210,Apartment,Seattle,3376.0,2,2,2000,734959.8386161255,3299.096836176658,Downtown,Available
211,Condo,Chicago,2131.0,1,2,1954,315753.6001437281,5461.127633435036,Lincoln Park,Rented
212,Condo,Los Angeles,4203.0,5,3,2013,781299.2985318316,3080.0182187533624,Santa Monica,Rented
213,Apartment,San Francisco,2526.0,5,1,1985,428761.71468597534,1623.7412270910918,SoMa,Sold
214,Condo,New York,4607.0,5,2,1988,1089860.9633509642,4718.1387288496335,Manhattan,Sold
215,Condo,Chicago,3822.0,4,3,1960,1106608.9469050202,4645.3998080345755,Hyde Park,Available
216,Apartment,Chicago,1241.0,5,1,2003,930883.7894965494,2475.84101792207,Hyde Park,Sold
217,Townhouse,Miami,3508.0,5,2,1953,430245.40507544065,3209.37512948459,Downtown,Available
218,Apartment,Los Angeles,2476.0,3,2,1997,325591.16608326405,3763.7842490895073,Hollywood,Rented
219,Townhouse,Miami,4162.0,3,2,2004,298774.1926665708,4718.501219946122,Downtown,Rented
220,Condo,Seattle,4300.0,3,3,1982,313113.0316092362,5317.919053543483,Capitol Hill,Rented
221,Condo,Chicago,4071.0,4,1,1950,660268.6896366577,1431.643837329137,The Loop,Available
222,Condo,Chicago,3411.0,5,2,1983,103542.38388969284,1589.6309122602088,The Loop,Sold
223,House,Miami,3584.0,4,2,1978,218286.99342021812,3248.597599356343,Little Havana,Sold
224,Townhouse,Chicago,1273.0,4,1,2016,993844.3355548366,3619.2378602660588,Lincoln Park,Sold
225,House,Seattle,2644.0,4,1,1973,447112.2824430901,2989.104354529859,Downtown,Rented
226,House,San Francisco,1492.0,4,1,2015,600419.998261672,5349.373758142267,SoMa,Sold
227,Apartment,New York,2338.0,4,1,2020,771312.8621533103,7727.563006571846,Queens,Sold
228,House,New York,4313.0,4,2,2010,175337.688162553,5038.77267901134,Queens,Sold
229,Apartment,New York,3821.0,5,3,1992,518041.23653687,1803.6927758252125,Manhattan,Sold
230,Apartment,San Francisco,4342.0,3,1,1994,1575706.2977000326,2961.8599483934086,Downtown,Sold
231,House,Chicago,3753.0,2,3,1984,747704.2258974885,4587.897764645137,Hyde Park,Sold
232,Townhouse,Miami,2375.0,2,3,1982,453703.2290191966,2849.9835188616694,Downtown,Sold
233,Townhouse,Los Angeles,3737.0,2,3,2018,475714.56484864105,3965.8896423226024,Hollywood,Sold
234,Townhouse,Chicago,503.0,1,1,2016,1970992.5390759853,4839.452502819816,The Loop,Sold
235,Townhouse,San Francisco,664.0,3,3,1961,382065.10407804744,5795.211786671879,Downtown,Rented
236,Townhouse,Seattle,4939.0,5,3,2017,1820294.614603482,2262.70926054659,Downtown,Rented
237,House,San Francisco,2397.0,4,2,1981,253035.15133779994,4026.1724843671136,SoMa,Rented
238,House,New York,3740.0,2,1,1973,1761417.8357877592,3559.036279145339,Brooklyn,Rented
239,Condo,Chicago,3067.0,3,1,2000,1063140.9742535516,1219.8548007388595,The Loop,Rented
240,Townhouse,New York,4007.0,5,1,2015,1256540.206870864,5014.823705210822,Bronx,Sold
241,House,Los Angeles,3059.0,2,1,2018,567270.2127322452,6344.751511753938,Beverly Hills,Rented
242,Condo,Seattle,1838.0,3,1,1961,1807356.482410887,6876.835006337431,Downtown,Rented
243,Townhouse,New York,1112.0,5,2,1974,1215576.326729739,1050.075119125392,Bronx,Rented
244,Apartment,Los Angeles,2384.0,3,3,1973,1383830.1070419438,4734.340572650552,Hollywood,Sold
245,Condo,San Francisco,4524.0,4,2,1993,1157845.9146124653,7904.034505145369,SoMa,Sold
246,House,New York,3634.0,3,3,1994,337945.84848762274,6164.0589188298345,Queens,Sold
247,Apartment,New York,1555.0,3,1,2006,1688826.8968860928,4923.2885744603,Queens,Sold
248,Apartment,Miami,2122.0,1,2,1994,448811.7658955969,723.7245047999209,Downtown,Rented
249,,Seattle,3782.0,4,1,1967,654701.2510137305,969.5056981464538,Capitol Hill,Sold
250,Condo,Seattle,3110.0,3,1,2000,1372085.389300367,899.1055326965443,Capitol Hill,Sold
251,House,San Francisco,3569.0,4,3,1969,277325.65107783035,6454.90181109648,SoMa,Rented
252,Apartment,Miami,1755.0,3,3,1978,1873468.0090137604,4575.501393838425,Little Havana,Rented
253,Townhouse,Los Angeles,3160.0,4,3,2012,335842.4115980844,2796.039436720507,Hollywood,Sold
254,Apartment,Los Angeles,4724.0,5,2,1983,1367596.2963388558,7065.523712241273,Beverly Hills,Sold
255,Apartment,San Francisco,1542.0,2,3,2017,1306731.9491546694,6587.2294156372955,SoMa,Sold
256,Condo,Seattle,4952.0,1,1,1954,1426257.8669611907,6336.168447002799,Downtown,Rented
257,Condo,Los Angeles,1942.0,2,3,1971,923358.9292431968,6303.648823149792,Santa Monica,Sold
258,House,San Francisco,4177.0,3,3,1974,826341.9002479955,1935.369584822691,Mission District,Rented
259,Townhouse,Los Angeles,4676.0,3,3,2011,1957550.1727147189,7067.3279720770415,Santa Monica,Sold
260,Condo,Chicago,4186.0,5,3,1950,1652601.1191199457,1976.3269618769577,The Loop,Available
261,Apartment,New York,2404.0,3,1,1989,1022342.9206365553,6974.04306590838,Queens,Rented
262,House,Seattle,3213.0,4,3,1980,446308.41743889876,7186.832372546257,Queen Anne,Sold
263,Apartment,Chicago,2377.0,2,1,1954,1792051.8133266119,5842.879801059354,Hyde Park,Rented
264,Apartment,San Francisco,1290.0,3,2,1997,1332623.929151524,5816.867983915421,Mission District,Rented
265,Condo,San Francisco,724.0,5,2,2022,357969.4588130638,2455.278679127723,Downtown,Rented
266,House,Chicago,3534.0,1,1,2000,447898.32637396705,2848.5583065416768,Lincoln Park,Rented
267,Townhouse,New York,4732.0,2,2,1978,1127557.7338710786,4794.328901324819,Brooklyn,Rented
268,Townhouse,New York,725.0,5,3,2000,1056998.9113174782,4792.872569124543,Manhattan,Rented
269,Condo,Miami,3905.0,5,3,2004,877636.1558913267,3046.896055823205,Downtown,Rented
270,Condo,Los Angeles,3679.0,2,3,1991,911060.591028544,7223.9057095257085,Hollywood,Sold
271,House,Miami,1311.0,5,2,1969,427184.515450767,1484.0275759545814,Downtown,Sold
272,Townhouse,New York,2992.0,1,1,2009,585385.2840481359,3421.6815232805097,Queens,Rented
273,Townhouse,Chicago,4602.0,1,2,1988,1036146.0145236818,2438.7862831031134,The Loop,Sold
274,Townhouse,Los Angeles,4723.0,3,2,2010,221038.81676362653,7467.378751821949,Beverly Hills,Sold
275,Apartment,Chicago,4566.0,4,1,2013,770096.3581073581,1571.1031173549493,The Loop,Sold
276,Townhouse,Miami,4862.0,3,1,1972,499710.290695017,4030.7047373617565,South Beach,Rented
277,Apartment,San Francisco,4809.0,4,2,1958,431831.56996975007,815.8681340600594,Downtown,Rented
278,House,Chicago,746.0,2,2,2002,378526.7332036293,6338.60250775545,Hyde Park,Sold
279,Apartment,Miami,2118.0,5,1,2000,366359.92189809156,5459.077736443787,Downtown,Sold
280,House,Miami,2327.0,3,1,1981,404833.97439437394,6820.463483013482,Little Havana,Rented
